text,date,rating,has_official_reply,reactions_total
Я хочу туда поступить,30 марта 2025,5,False,2
Этот местности аура очень хорошая,30 марта 2025,5,False,2
👍🏻,27 марта 2025,5,False,1
Бастарың істесе КБТУ-ға түсің,26 марта 2025,1,False,21
"Красиво, и очень круто дизайн и современно, американский стиль в казахстане, но не удобно что в каскелене",24 марта 2025,5,False,5
Университет очень сильно понравился,23 марта 2025,5,False,1
Крутооо,22 марта 2025,5,False,1
Нурорда лучше 😘,19 марта 2025,4,False,1
Өте жақсы университет Алла қаласа грант иесі боламын,18 марта 2025,5,False,3
5 звёзд потому что тут есть IDC Panem,17 марта 2025,5,False,1
Хорошо,17 марта 2025,5,False,0
🥀,16 марта 2025,5,False,0
Адам шақырған соң парковканы ашып қойсаңыздаршы,14 марта 2025,3,False,5
Өте қызықты форум өтуде.,14 марта 2025,5,False,0
"ПОЖАЛУЙСТА, анау эдвайзингке дени дурыс адам койындаршы!! Жумыс истегендеры миндет.",14 марта 2025,1,False,33
ЕҢ КЕРЕМЕТ УНИВЕРСИТЕТ 🔥🔥🔥🔥,13 марта 2025,5,False,2
edu faculty🤓👆🏻👆🏻,13 марта 2025,5,False,1
пж пофиксите портал,12 марта 2025,4,False,0
"безумно красивый университет! приезжала сюда на олимпиаду spt и осталась с приятными впечатлениями. :) к сожалению, моей специальности в сду нет, но я была рада проникнуться атмосферой университета ненадолго. 🙌 всем, кто хочет поступить сюда - желаю удачи! 🫶",11 марта 2025,5,False,2
"Самый комфортный, красивый университет",10 марта 2025,5,False,0
Отлично.,10 марта 2025,5,False,0
Буквально лучший универ в Казахстане,9 марта 2025,5,False,2
Учиться в этом универе мне так нравиться 😍😍😍😍😍,6 марта 2025,5,False,0
"Хочу оставить честный отзыв как студент этого заведения. Будет очень полезно родителям и абитуриентам. Хуже этого универа я не встречала, они не думают о благе и образование студентов. 80% «профессоров», которые там преподают, это магистранты, которые там учатся. Люди не наделенные ничем! Они там работают, только потому что стоят дешевле реальных педагогов с опытом работы. Универ еще сам любитель легально обворовывать студентов. Да, он славиться тем что никто не берет взяток, соглашусь похвально. Однако смысл этой коррупции, если они все это могут сделать легально. Например, в каком университете вы видели, чтобы аттестат продавали за 200к тенге? Это ваш табель с отметками, где если вы платник платили за каждый предмет. Вы должны будете его выкупить за 200к!!! Так же это универ где работают специалисты, которые вообще не могут поручиться за свои слова и будут вас гонять от одного специалиста к другому. Кстати заметили красоту университета? А новый кампус заметили? Это все на ваши деньги строиться, чтобы в следующем году поступило еще больше студентов и чтобы с них тоже сдирать. У нас ведь каждые два года новые кампусы строятся. Кстати вам нужно еще привыкнуть к тому что учеба каждый год будет дорожать, а правила университета меняться так что запутаешься. У нас очень большой университет, каждый год как я сказала строятся новые кампуса, здания новые появляются на территории, однако мест где можно поучиться или посидеть в тишине, подготовиться к уроку все меньше. Парадокс.",5 марта 2025,1,True,67
❤️‍🔥❤️‍🔥,4 марта 2025,5,False,0
Керемет уник екен,4 марта 2025,5,False,0
"Вчера была в СДУ, проконсультироваться по поводу перевода сына с Праги к ним. Очень красивое здание, вежливые педагоги и специалисты. Полностью меня проконсультировали, уделили очень много времени. Осталось приятное впечатление, однозначно будем переводится в данный вуз. Особая благодарность Максуту Болатканулы, Акерке и специалисту с деканата информационных технологии (незнаю имени). В университете очень благоприятная атмосфера.",4 марта 2025,5,True,2
Болашақ универім күт мені,3 марта 2025,5,False,4
Торговый центрғо почти,2 марта 2025,5,False,3
For me the university is a Harvard of Kazakhstan,28 февраля 2025,5,False,1
"Енді мен оқимын ғо сол жерде, қалай 5 жұлдыз қоймайм",25 февраля 2025,5,False,4
Спосиба SDU,25 февраля 2025,5,False,0
торговый центр учебного типаго мынау имба ваще крч тут коворкинг бомба ежже,24 февраля 2025,5,False,1
Іші НУ-дан жақсы🔥,24 февраля 2025,5,False,4
"Досқали Жанерке деген қыз бар екен. ТФЛ-да оқиды. Қатты ұнады, тамақтандырды, побаловала 🥰 Жанкемм, лавюсоумач 🤭💕",23 февраля 2025,5,False,8
"Адамдары онша емес екен, осы үшеуі біртүрлі. Қашан қарасаң сабақ оқымай жүреді. Вообще ұнамайды, қашан бітіреді екен? 🙄🙄😬😬😤😤😖😖😕😕😏😏😒😒",22 февраля 2025,1,False,8
"Хороший университ у которого есть будущее и качественное образование я надеюсь. Но как говорится идеальных вещей не бывает жизни. Если говорить о минусах: ""Отстойный"" портал.Да-да портал действительно оставляет желать лучшего. В каждом семестре зарегистрироваться на уроки словно игра на выживание, во время Course Registration портал не выдерживает столько студентов из-за этого часто сбои происходит в сайте. СДУ который славится своим инновационнымым технологиям не могут справиться простыми вещами. Но это ещё полбеды. Некоторые преподаватели p.s: Не буду называть имя и факультета грубо нарушает внутренне правила СДУ частенько опаздая на своих занятиях. Факультет должен принять меры по этим преподавателям, чтобы они знали что за опоздание они получают выговор от деканата. Я надеюсь чтобы мои жалобы услышат. Я желаю процветания чтобы выпускники СДУ славились своими достижениями радовали и мотивировали будущих студентов",22 февраля 2025,4,False,11
Плов 2500 не слишком дорого просите на ярмарке от шугыла,21 февраля 2025,1,False,10
.,21 февраля 2025,5,False,22
"Ребят зачем вы все толпой ходите на сохбеты или так называемый шай , понятно это что общение дает , пока вы еще не понимаете особенно в квартирах когда буду промывать мозги и пихать религию зачем вам это нужно , гуляйте , работайте , зарабатывайте деньги , думайте о семье , выезжайте за границу смотрите на мир проще . Не надо голову этим забивать религия религия деп",21 февраля 2025,1,False,15
"Нұрлан Дана деген қыз бар өзі сондаай комфорт қызз прям🤭❤️❤️❤️ ТФЛ да оқиды өзііі, щедрая қыз екен өзі молочная девочка деген торт әперді, 3в1 кофемен😍❤️❤️❤️❤️ Сұп сұлууу қызззз, ерекшеее, такая прелесть 🥰🫰🏻🫰🏻💗💗❤️❤️❤️❤️😭 Красотка, соска нереалка🤗❤️‍🔥❤️‍🔥😝😝 Beautiful girl 🤩🤩🤩🤩🤩🤩🤩 Балапан басыңа бас киім киіп жүррр😡😡 СДУ ға келсеңдер осы қызға келіңдер❤️‍🔥🤗🤗❤️❤️❤️❤️ пити из пити😍❤️❤️❤️❤️ ДАНААА ONEE LOVE 🫰🏻🫰🏻🥰🥰❤️🤣🤣🤣",20 февраля 2025,5,False,5
"Фето это движение секты хизмет , хорошо промывают вам мозги ну кто ходит эти шай май",20 февраля 2025,1,False,5
В туалете сломанные замки,20 февраля 2025,5,False,2
"Это не универ, а место грабежа, который сделали легальным.
Объясняю почему: После поступления универ, ТЫ ДОЛЖЕН БУДЕШЬ брать, курсы английского, ПРИНУДИТЕЛЬНО! Но в ином случае тебя не примет предметники. После окончания ты будешь работать в Казахстане, на казахском языке, но учеба на английском, никакого иного выбора нет. Этих можно смело назвать сепаратистами, со своим уставным законом о языке",17 февраля 2025,1,True,18
.,17 февраля 2025,3,False,0
"Кайп, жақсы универ",15 февраля 2025,5,False,0
Очень приятный место,11 февраля 2025,5,False,0
Грантқа осы жерге түссем жазам потом отзыв😁,10 февраля 2025,5,False,4
Нашар уник,10 февраля 2025,1,False,10
"окончила этот университет в 23 году по специальности тфл (англ/франц). если нны советы по поступлению/выбору преподавателей/учебе здесь - пишите телегу или инсту yxleana 🫶🏻
люблю этот универ) спасибо за классные воспоминания 🥰",9 февраля 2025,5,False,2
"Елубай Адай (Агылшын мұғалім)Инкарға басы кетет жестко,лайкайте джиги",4 февраля 2025,5,False,11
Очень красиво все,3 февраля 2025,5,False,0
тема университет,2 февраля 2025,5,False,0
СДУ топчик😍😍,28 января 2025,5,False,0
"СДУ – заманауи кампус, жоғары білім сапасы және кәсіби оқытушылар құрамы бар университет. Студенттерге барлық қажетті жағдай жасалған.",27 января 2025,5,False,2
Портал нашар жұмыс жасамайды тек ақша алу,27 января 2025,1,False,15
лучший универ🫶🏻,26 января 2025,5,False,0
Душамммммммм,25 января 2025,4,False,0
Нархоз лучше,25 января 2025,4,False,11
Большой корпус,24 января 2025,5,False,0
Грантка тусем буйыртса сду топ ❤️,23 января 2025,5,False,1
Портал оставляет желать лучшего,23 января 2025,3,True,29
Внутри всё очень красиво оборудовано,22 января 2025,5,False,0
"Городок наполненный любовью, атмосфера шикарная и конечно же уютно",22 января 2025,5,False,3
"Әдемі, әрі ыңғайлы. Студенттерге барлық жағдай жасалынған.",18 января 2025,5,False,0
ТРЦ-лау мааа,17 января 2025,4,False,2
"СДУ – білім мен шығармашылықтың алтын ордасы! Мұнда әр студент өз әлеуетін толық аша алады. Университеттің заманауи кампусы, тәжірибелі оқытушылары және студенттерге арналған мүмкіндіктері керемет шабыт береді. Бұл жер тек білім алып қана қоймай, үлкен армандарға қанат бітіруге мүмкіндік береді. Егер болашаққа сенімді қадам басқыңыз келсе, СДУ сіз үшін таптырмас таңдау!",15 января 2025,5,False,5
Крутой современный университет,14 января 2025,5,False,2
Оздерынды оиландар окитын болсан сразу аилтспен кел бомба пушка петарррда болад 👍🏻👍🏻👍🏻👍🏻,13 января 2025,3,False,2
"Учусь в этом университете третий год, за все это время не разу не наблюдала, что бы можно было с легкостью создать свое расписание, өзіңе өзің сабақ кестесін құру деген жәй галочка үшін тұрған зат. Барлық курсттың студенттері үшін порталды бір уақыттан ашады. Они отлично понимают, что он не рассчитан на такое количество студентов! В этом году я окончательно разочарована! Жаль что осознание пришло так поздно. Система этого университета не доработана, и никто не занимается этим. Если вы собираетесь сюда поступать, то будьте готовы трепать свои нервы каждый семестр как минимум ради того, что бы сайт сду хотя бы открылся.",13 января 2025,1,False,35
Нағыз студент болатын жер.Жоғары деңгей .Қолайлы.Барлық жағдай жасалған!,12 января 2025,5,False,0
Не поступайте! 2 года назад все было отлично. Со временем превратились в шарагу,11 января 2025,1,False,18
1234567890,11 января 2025,1,False,121
Елімізде осындай білім ордасының барына мақтан тұтып қалдық. Өте жақсы әсер қалдырды!,10 января 2025,5,False,3
".,(₽&!:@:🤩",10 января 2025,5,False,1
"Портал жөнделсе 5 қоямын, пока что ""отыр, 2""",10 января 2025,2,False,27
"Портал ужас, 10 сағат бойы жасаған расписаниены ауыстырып жіберсе, расписаниены өзіміз жасадық дегеннен не пайда?",10 января 2025,1,False,28
Порталдың жұмыс істегені айтқанымен Ке Ре Мет!,10 января 2025,1,False,9
джигнутый университет 🤪,10 января 2025,1,False,11
хуже портала быть не может,10 января 2025,1,False,31
"сойдёт, но далеко от города
не смотря на хорошее айти обучение, портал делали далёкие от этого айти люди",10 января 2025,3,False,22
Портал әдемі істеді керемееет просто вау🫶🏻,10 января 2025,5,False,4
худший портал за всю историю человечества,10 января 2025,1,False,39
Порталға сөзім жоқ 🙂‍↕️,10 января 2025,1,False,31
Прошу сделайте портал нормальным!,10 января 2025,1,False,19
Сорлы порталдарыңды дұрыстаңдаршы 🤬,10 января 2025,1,False,25
Универден шығып кетер едім порталдың сервері үшін. Әттең әке шешем қарсы,9 января 2025,1,False,44
"Сервер слабый, порталдары жұмыс істемейді, оқып жатқанымызға уже 4 жыл, мал уник. Бір жақсы нәрсе естімедім да",9 января 2025,1,True,42
Портал почините🙏🙏🙏,9 января 2025,1,True,28
"Обучение в сфера Айти 8/10
Но портал сду во время регистрации предметов это конечно Pi@d#$ ...",9 января 2025,1,True,7
"Ужас просто. Әр семестр бір ақ рет болатын регистрацияны неужели дұрыстап істеуге болмайды? Неге БАРЛЫҚ курстарды бін күнге қойып қойған. Элементарный зат қой, и так понятно же что портал не будет работать. Ұялмайсыздар ма, сонша студенттен біраз ақша алып отырсыздар ғой?",9 января 2025,1,True,17
Портал жондендер 😡😡😡,9 января 2025,1,False,27
"4 года одно и то же, почему дилемма с регистрацией в портале всегда начинается одинаково. да, понимаю, портал не всегда так загружен как при регистрации, но раз уж открываете ВСЕМ курсам в один и тот же день и даете один и тот же период для регистрации наверное можно хоть на этот промежуток времени потратиться для того, что сервак реально выдерживал нагрузку, а не сразу блокать все внешние попытки соединения и оставлял доступ только внутренней сети. несколько тысяч студентов учатся, можно же не повторять одну и ту же дилемму год за годом",9 января 2025,1,True,10
"Почините уже портал, купите нормальные сервера, найдите других провайдеров или банально не ставьте регу всему универу в одно время, просто не хотят тратяться на благо и удобство студентов и подняли цены общежития до небес",9 января 2025,1,True,37
Шарагааааааа,9 января 2025,1,False,18
ПОРТАЛ🤬🤬🤬🤬🤬🤬,9 января 2025,1,True,25
"выделите пожалуйста деньги на исправку портала чем тратить на бесполезные понты, спасибо",9 января 2025,1,True,43
порталдарынды сигейин,9 января 2025,1,False,35
Порталды дурстандаршы,9 января 2025,1,True,21
"Жылына міндетті түрде 2 рет болып тұратын голодные игры ойынының ережесі. Сабақ кестесін жасау үшін порталға кіреміз. Егер портал қуып тұрсада ноутбукпен, телефонмен, т.б. құрылғылармен кіругі тырысу. Егер барлығынан бұрын сабақ кестесін жасап бітсең сен жеңімпазсың! Сәттілік!",9 января 2025,1,True,22
Надоели со своим порталом,9 января 2025,1,True,16
Жастарымыз білім алып жур,8 января 2025,5,False,1
Не советую,8 января 2025,1,False,9
Очень красивое здание,8 января 2025,5,False,1
"классный универ,училась бы тут но у нас всего лишь тут соревнования",8 января 2025,5,False,0
Жаксы оте керемет,6 января 2025,5,False,0
Самый лучший университет 😁👍,1 января 2025,5,False,1
"Охрану нужно сменить они как бульдоги в зоопарке готовы съесть их не могли обучить за десять лет, в универе нет кондера летом и постоянные очереди везде. Обучение дорогое не соответствует ожиданиям и знание не очень дают.",31 декабря 2024,1,False,5
Baya iyi bir university,30 декабря 2024,5,False,0
Best place to joy the studying process!,28 декабря 2024,5,False,0
"Таңдауға қайта мүмкіндігім болса, SDU-ды тағы бір мәрте таңдар едім)",25 декабря 2024,5,False,0
Отличный Университет!!! Рекомендую всем будущим студентам.,24 декабря 2024,5,False,2
Ауезовта оки беру керек еды,21 декабря 2024,1,False,8
"Осы бала ешек мал 7-8 жыл каксап журед , айтатыны Америка Мексика тихуана",21 декабря 2024,1,False,0
"Не правильно когда впихивают движение хизмет , среди молодежи. Типо в будущем что бы не потерят себя , чеза промывка мозгов",20 декабря 2024,1,False,2
"The best university😍
So proud of this kind of service and teaching. Believe that everyone shares my opinion. Good luck 🤞🏿",19 декабря 2024,5,False,1
"Мечта…🫂💛 Просто прекрасное место, наполненное энергией учебы и классной студенческой жизни!",16 декабря 2024,5,True,2
"Заканчивая бакалавриат инженерного факультета, хочу выразить благодарность преподавателям, которые добросовестно относятся к своей работе и предоставляют качественное образование (Лариса Ермурзаевна, Айман Шакуликова, Бауыржан Сартаев, Айшабиби Дукенбаева).
Особо отмечу:
• Шакуликову Айман Танирбергеновну за самоотдачу, глубокие знания и профессиональный подход. Это один из немногих преподавателей, который всегда проводит офис ауэрс и терпеливо отвечает на любые вопросы. Она очень подробно объясняет сложные темы, а материал хорошо усваивается благодаря упору на практические задания. Формат защиты домашних заданий - отличный способ закрепить материал! С Айман апай даже самые сложные задачи становятся легкими и понятными.
• Ларису Ермурзаевну за уникальный подход к обучению и высокий профессионализм. Лариса Ермурзаевна всегда находит самый простой и эффективный способ объяснить материал. Её лекции отличаются структурированностью и четкостью. Всё, что она спрашивает на экзаменах, всегда соответствует пройденному материалу. Если внимательно слушать её на лекциях, можно вынести большую пользу из курса.

Хотелось бы, чтобы такое отношение к работе было у всех преподавателей.

Однако есть и недостатки. Некоторые преподаватели:
• опаздывают или отменяют занятия, не проводят офис ауэрс и избегают общения со студентами;
• читают лекции на русском или казахском, несмотря на английский язык обучения в СДУ;
• несвоевременно проверяют работы, что мешает студентам вовремя увидеть свои результаты.

Также стоит отметить проблемы в организации учебного процесса:
• Во время регистрации на предметы регулярно возникают сбои портала и нехватка квот, а эдвайзеры мало помогают в решении этих вопросов.
• Программы вроде Beta Career объясняются недостаточно подробно, а процесс отбора и оценки становится понятным только в последний момент.
Надеюсь, университет учтет эти моменты для улучшения качества образования.",15 декабря 2024,4,True,9
Топ……………..,13 декабря 2024,5,False,0
"Қазақстандағы білім, сапа, тәрбие жағынан #1 университет деп санаймын.",13 декабря 2024,5,True,0
Нурхан пожар,13 декабря 2024,5,False,0
Блә іші действительно пзд* екен,11 декабря 2024,5,False,2
тусуге 5 балым жетпи калды сол ушын бир звезда минус,11 декабря 2024,4,False,1
"💯💯💯💯, очень хороший",8 декабря 2024,5,False,0
"Үштің өзі күш, чисто символическая тройка. Болмайтын ретейк үшін Қуантқан тичерға жалынды сәлем!",8 декабря 2024,3,False,7
Кушты👍🏻 маған унады,7 декабря 2024,5,False,1
"Лучшая шарага на селе. Рекомендую!

P.S. В донере много картошки",6 декабря 2024,5,False,11
dream and target.,5 декабря 2024,5,False,1
"Алматыдагы керемет университет, тек кана басы ыстейтын былымдылер окыйды, Сабак кыйын но оно того стоит, одним словом очень хороший и качественный университет в Казахстане!🫶🏻",3 декабря 2024,5,False,3
жаным топчик уник🔥🔥🔥❤️❤️❤️,3 декабря 2024,5,False,0
тема универ,3 декабря 2024,5,False,1
"Оку киын болса, окымандар. Ретейкка кетсендер - тупойсындар, сабак оку керек еди. Пацаны неоч дейтин кыз ваще конечная екен. Баска универдагыдай колынан устап журмейд деген кыз, тоже щаяды екен, кай универде сенин колыннан жетектеп журеди, тек мама папана керексин. Акша ишеди дегендер, кезинде сабак окып, грантка тусу керек еди",2 декабря 2024,5,False,11
Open day 🥰,1 декабря 2024,5,False,2
Такой огромный и необычный,1 декабря 2024,5,False,1
темагой прям,1 декабря 2024,5,False,1
"Жігіттер, қыздар сәл оқымайтын болсаңдар, вообще түспеңдер. Ақшадан басқа дым бермей кетесіңдер. Жақсы орта табасыңдар базар жоқ, бірақ оқымайтындарға вообще не стоит",29 ноября 2024,2,False,5
Terrible smell and dirt in the toiles,27 ноября 2024,4,False,5
"Универ хороший, но универ для тех кто готов учится , откладываться на все 100.Там без знания англиского очень тяжко будет, поверьте.Вы там не будите осваивать обучение а просто будите ввживать без знания англ, хоть бы на 50 закрыл хоть бы стипендия остался.Лучше выучить англиский потом поступать сюда.Безусловна там образование лучше , но местами и есть косяки. Там ты сам собой в этом универе, тебя там никто за руку не будет вести как в других универах. Приходишь на пары сам для себя, там кураторы , преподы не будут выеснять с тобой почему ты не пришел на эту пару нет. Не пришел пинай на себя им даже дело нет до тебя их задача показать и ознакомить с предметом и оценивать дз и все.Ты учишься для себя , адаптируешься сам.Там КТЛ система местами ктотучился в КТЛ поймут, им будет легче там освоится.Я сам обучался в этом универе , но к сожелению не закончил есть много причин.Можно говорить об СДУ много, многг чеготнужно добавить, что то убрать.Просто если любите учиться и стать профи своего дела до Welcome SDU , а если ищите халявы и диплом для корочки то тут увы и ах нет место такому. Да можно закончить SDU и получить диплом но горе с попалам.Если бы могли мы вернуться в прошлое я бы в СДУ поступал бы обдуманно!",26 ноября 2024,2,False,37
"нет слов, одни эмоции",25 ноября 2024,3,False,4
"Бәрі жақсы,аптасына 6 рет барып тұрамын",23 ноября 2024,5,False,8
Курилка топ,22 ноября 2024,5,False,7
Прям кайфова 😍🥰,21 ноября 2024,5,False,2
"Оцениваю действия своего универа: оставил меня на ретейк. Мой золотой на 1.5 ляма в год универ, за что ты так со мной?",20 ноября 2024,3,False,7
жылы мекен қыста көбірек сезіледі🤍,20 ноября 2024,5,False,0
Базар жоқ екен🔥,20 ноября 2024,4,False,3
"Красиво, МУН интересный",19 ноября 2024,5,False,0
Меруерт апай и Бекеш ағай топ!!!,18 ноября 2024,5,False,0
Даримен ред кантинде шай ішкен ұнайды,17 ноября 2024,5,False,3
SDU керемет тәрбие орталығы ❤️❤️❤️❤️,16 ноября 2024,5,False,0
очень круто,16 ноября 2024,5,False,0
Там моя Подружка😄,16 ноября 2024,5,False,0
11:23 Methods of teaching biologyand and STEM сабағы- химиядағы Lab Set Up дискашн жасап отырмыз. Хотя брейкке шығу керекпіз,16 ноября 2024,5,False,4
"Выпустилась в 2019, отличный университет, люблю и скучаю по этому времени, образование дали отличное, учителя 👍🏼. Когда устраивалась на работу встречались выпускники СДУ и такой любви к своему университету ни у кого не замечала как у наших СДУшников.",15 ноября 2024,5,False,0
любимый уник💗,13 ноября 2024,5,False,0
"В студ.отделе и эдвайзинг деск поменяйте сотрудников. Вечно недовольные, орут, что за отношение к студентам? Вы что бесплатно там работаете?!",13 ноября 2024,1,False,20
Потолок универ🔥,11 ноября 2024,5,False,0
Түссем 5қоям,10 ноября 2024,4,False,2
"Мына сабактары шаршатты абден, оте катты шаршадым тыпты, Алла сабыр бере кор🥰🥰🥰🥰🥰🥰🥰🥰",10 ноября 2024,3,False,4
"Самый лучший университет для студентов которые хотят провести свои студенческие годы полезными, плодотворными и незабываемо приятными",10 ноября 2024,5,False,0
Донер не вкусный,10 ноября 2024,4,False,12
Не очень........,7 ноября 2024,1,False,1
"Все ужасно, если желаете своему ребенку счастья и здоровую менталку не советую подавать сюда документы, не давите на своих детей, дайте им возможность расправить свои крылья и выбрать свой путь, даже если они не определились это не значит что все потеряно, это лишь значит что ваш ребенок очень многогранный, у него сильное чувство ответственности и желание отплатить ВАМ, родителям, в любом случае научитесь разговаривать друг с другом и слЫшать, всем добра🤍",7 ноября 2024,1,False,10
"универ күшті,ұнады,бірақ ауыл аймағында орналасқаны өкінішті😔",6 ноября 2024,5,False,3
Туалетте директор тышып отырганын корып койдым☺️,5 ноября 2024,5,False,16
Керемет жер білімі де жақсы екеніне күмәнім жоқ😁,4 ноября 2024,5,False,0
Демеу кап алып кеткенсынго🤯🤯,3 ноября 2024,5,False,2
Жақсы екен,2 ноября 2024,5,False,2
"Норм, подойдет",31 октября 2024,3,False,0
Тамақтары жақсы,29 октября 2024,5,False,0
"Англ болып жатыр, Дарын агай мыкты мугалым",28 октября 2024,5,False,2
оооооооооо,28 октября 2024,5,False,1
"Машинасы бар, сду парковка орын берсе",28 октября 2024,5,False,10
"Поставлю 5 звёзд, если поступлю",27 октября 2024,4,False,3
Келмесең жақсы жер негізі.,26 октября 2024,4,False,13
Өте керемет оқу орны🔥,25 октября 2024,5,False,3
as a graduate i’m saying no,24 октября 2024,1,False,11
Спасите от мидок и файналов,23 октября 2024,1,False,11
"Не правильно когда во время учебы только и пихают религию , именно в жаташке проходит такие sohbet Etish , даже книги дают проповедника СДУ именно она в этой теме. Если вы хотите только думать о религии это я вам абишки говорю , идите медресе и тама продолжать свою деятельность .",20 октября 2024,1,False,20
"Әдемі, заманауи, өзінің ерекше басқа ЖОО-на ұқсамайтын вайбы бар🇹🇷🫂🇰🇿

Красивый, современный, не похожий ни на другой ВУЗ вайб 🇹🇷🫂🇰🇿",19 октября 2024,5,True,0
Покушал донер полный почти только картошкой👌,18 октября 2024,2,False,8
Нету магазинов где продают сигареты,16 октября 2024,1,False,19
"По идее хороший универ, только учеба немного мешает",15 октября 2024,4,False,21
Кутое место,13 октября 2024,5,False,1
the best university🫶🏻,13 октября 2024,5,False,0
Современный вуз,13 октября 2024,5,False,0
да нет да нет,12 октября 2024,1,False,2
Айкын молодец,12 октября 2024,5,False,0
Сымбат деген қыз оқиды 3-курста красотка😍,11 октября 2024,5,False,2
SDU is actually cooking us :),10 октября 2024,5,False,9
Номерін тегін беремін Елханның(хим-био 3курс),10 октября 2024,5,False,2
Елхан деген бала окиды 3 курс химбио соны танимын. Кыздар номерин сатамын,10 октября 2024,5,False,2
"Прихожу сюда чисто для вайфая, почемуто стал зависать. Исправьте пж",9 октября 2024,4,False,7
Қайнар деген жігіт оқиды. Жақсы бала👍🏻,9 октября 2024,5,False,3
Хороший универ,8 октября 2024,3,False,0
"public class Java{
public static void main(String[] args){
int i;
for(i = 0 ; i < Integer.MAX_VALUE; i--){
System.out.print(""Java?"");
}
}
}",8 октября 2024,5,False,9
"Сду жаляп, шарага, друг учится.
Айту лучше",8 октября 2024,1,False,8
түссем 5 қоямын,8 октября 2024,4,False,4
Место обитания фантастических тваrей🥱,8 октября 2024,1,False,9
"Цитирую слова сестры ""С чего начать, университет явно не «топ», как многие говорят. Слишком много людей, всегда толпа. Мало кабинетов, нет стульев, приходится с других искать или вообще стоять. В уборных нет бумаги совсем, и hand dryer вечно сломан. В ред кантине цены завышены капец и совсем не вкусные. Мест нет совсем кста, негде посидеть между парами. Многие учителя не имеют соответствующий уровень английского и из-за этого не можешь понять что они говорят. В общяге туалеты дырявые, полный треш просто. В комнатах и в целом в коридоре очень редко убираются, даже если убираются, то очень плохо. В комнатах видел тараканов. Кухня просто жесть. Холоднильники для напитков стоять, ничего не помешаются. Вай-фай не работает всегда, очень лагает и плохо ловит, и не заходит на множество сайтов. Не советую поступать сюда.""",7 октября 2024,2,True,13
Круто! Не хочу летники!,7 октября 2024,5,False,0
Тут учится Сабыржан,6 октября 2024,1,False,0
Пока что учусь и норм.,4 октября 2024,5,False,0
💯💯💯💯💯💯💯💯💯💯,4 октября 2024,5,False,0
"Религиозный университет feto , уних хорошо развита тема Абла, Аби турецкая система , бывалые поймут. Еще такая система у абишек такой принцип на девушек не смотреть только думать о учебе . Половина абишек зженатые 🤣",4 октября 2024,1,True,11
"Ой айтатын зат көпқо қайсыбірін жазам, мысалы Елхан деген баланы танимын",3 октября 2024,5,False,2
"туалетной бумаги вечно не хватает. исправляйте☝🏿☝🏿

и диванов, сидений для отдыха тоже не хватает, а так, местечко неплохое🙌🏿",2 октября 2024,4,False,13
Қайтып таңдау жасау керек болсс қайта қайта таңдар едім❤️ Қолжетпес болып көрінген СДУ ым. (Инженерка❤️‍🔥),2 октября 2024,5,True,4
Елхан мисс Сдугой а так😂🔥,1 октября 2024,5,False,6
Елхан face of the university болу керек негізі,1 октября 2024,5,False,9
3 курста Елхан хим био студенті краааш ұнайды өзіме,30 сентября 2024,5,False,10
Ин Ша Аллах.,27 сентября 2024,5,False,1
Элямен и Еркемен ред кантинде чай ишкенге не жетсин,25 сентября 2024,5,False,2
В столовой есть шаурма,24 сентября 2024,4,False,8
болашак универым,23 сентября 2024,5,False,5
Вы кроме ноунейм каз артистов и айдахара знаете кого то? Одни и те же песни постоянно играют уже надоело. В других униках нормальные молодежные песни включают. Уже пожалела что поступила,22 сентября 2024,1,False,12
