text,date,rating,has_official_reply,reactions_total
"Я выпускник этого университета,ставлю низкую оценку только из-за работы студ отдела . Считаю ужасным когда не можешь нормально забрать свой же диплом , и тебе предлагают оформить курьера даже если ты сам там стоишь и диплом лежит перед тобой . Соглашусь с предыдущими комментаторами, студ отдел-не знают свое дело и конфликтуют при первой же возможности. Искренне желаю чтобы мой любимый универ не становился таким токсичным, и набрал нормальных сотрудников в студ отдел .",20 июля 2024,1,False,17
В лагере был минус в туалете капец сильная вонь,20 июля 2024,4,False,1
Топ университет стоит поступить,18 июля 2024,5,False,0
"Самая адекватная приемная комиссия. Без каких либо давки, все культурно и быстро👏 Сегодня поняла, что в СДУ совсем другой уровень",17 июля 2024,5,True,2
"Я ничего не могу сказать про качество образования,так как я сама тут не учусь.Я подавала заявку на грант через этот университет и скажу что мне очень понравилось отношение приемной комиссии к абитуриентам.Очередь конечно большая,но весь процесс организован,все вежливые,все пожелали удачи.Меня еще и кофе угостили благодаря моим баллам.",16 июля 2024,5,True,1
"Хороший университет, большой современный❤️ приехали сдать документы))",16 июля 2024,5,True,0
"Ужасный сервис, одни грубияны, не советую поступать. В студ отделе одни иди0ты работают",12 июля 2024,1,True,10
"Не советую сюда поступать, так как организация и работа студ отдела ужасная. Я даже не смогла нормально получить диплом, так как там допустили ошибку и даже не предупредили пораньше.",11 июля 2024,1,False,6
Не смог поступить,4 июля 2024,1,False,15
Самый Дружный Универ,2 июля 2024,5,False,0
"Не знаю сколько звезд мне поставить, ибо просто хочу поделиться своим опытом.

Университет очень хорошо оснащен всем необходимым. Здание завораживает красотой, сравниться пожалуй сможет только Назарбаев Университет.

Но мне лично очень тяжело было найти здесь единомышленников, друзей (по причине того, что традиционных групп как таковых нет, все студенты себе на уме). Я их так и не завел.

В первый год очень сильно навязывали религию (ислам) сами студенты. Временами это начинало пугать. Потом просто начал носить кулон с пентаграммой и все отстали.

Действительно квалифированных преподавателей, знающих своё дело, к сожалению, очень-очень мало. Дайте дорогу молодым преподавателям, ибо почти все преподаватели, которым чуть больше 30 ужасные снобы, не знающие свой предмет. Слизывают все со своих презентаций и бумажек. И к тому же не знающих английский язык на должном уровне.

Еще минус, что университет находится настолько далеко от города. Мне осталось примерно 2-3 семестра и я мог бы в принципе перевестись в любой другой университет, но к сожалению я весы и мне важна красота. А красоты у СДУ не отнять)",1 июля 2024,3,False,17
"Четыре звёзды потому что сын пошел учиться в МУИТ (который ниже плинтуса по зданию и отношению к студентам) и сильно пожалел что не в СДУ, так как далековато добираться",26 июня 2024,4,False,3
Я тут учусь так что естественно пять звёзд,25 июня 2024,5,True,5
"единственный минус, я тут не учусь. а так мог бы",19 июня 2024,4,False,6
"Место с разными воспоминаниями!Но как универ не прямо топ, есть свои плюсы и минусы! Если хотите поступить- советую! Но не забывайте что это Каскелен🥲😂",14 июня 2024,4,True,9
Лучший университет 💕,31 мая 2024,5,True,0
"Неплохо, вид хороший",29 мая 2024,4,True,1
Сын учится. Все нравится,27 мая 2024,5,True,0
Жесть тут в комментах битва за Иерусалим,23 мая 2024,4,False,10
"Универ топ🔥, советую",22 мая 2024,5,True,0
"Люди жалуются, что уник находится в касике😂😂😂вы прежде чем поступать сюда, не прочли про это?
Универ отличный✨у него по мне нету минусов",20 мая 2024,5,False,13
"Пипец далеко,вечно пробки(если ехать в сторону Алматы,то там будет такая зона,где воняет скотиной,будете пахнуть соответственно) , если на такси то оно старое,попутка также старая, автобус забит каскеленскими(к тому же не дают карту онай студенческий,якобы университет не Алматинский да и не каскеленский…)…сеть в некоторых местах плохо работает,горячая еда есть лишь в определенное время,фастфуд который доступен всегда-с очень низкой санитарией.Расписание которое ты якобы сам составляешь, на самом деле тебе составляют и ты выбираешь из 2-3 вариантов у которых окно может быть 5-6 часов либо можешь поехать в университет лишь из-за одного урока…,кампус рассчитан на 5000 студентов.,там уже 8000+….куртку Calvin Klein своровали так как между блоками в гардеробной нет камер…Туалеты мужские воняют(не везде и не всегда,обычно так)…нету писсуаров., цены на общагу повышают каждый год,предпочтительно дают в аренду 1-2 курсу.В общем поступайте,после таких испытании и горы свернуть нипочем.",17 мая 2024,3,False,15
У кого есть зарядка на айфон ????,29 апреля 2024,5,False,2
скоро приду 🤍,26 апреля 2024,5,True,1
"Проще пешком с Астаны до Каскелена дойти, чем дозвониться до них))",26 апреля 2024,1,True,25
"Читаю все отзывы, кажется что мы учимся в разных университетах. Я учусь в бизнес-школе на третьем курсе. За это время я ни разу не сталкивалась с ситуацией, когда преподаватели или профессора брали взятки за зачёты. Уровень образования здесь хороший, но есть куда стремиться. В университете отличные клубы, в которых можно многому научиться. Хотелось бы больше практических занятий, так как их мне явно не",25 апреля 2024,5,True,11
Грустно и сердито,23 апреля 2024,1,False,12
Любимый универ👍🏻❤️,18 апреля 2024,5,True,5
Обратная связь хромает очень. Такое ощущение что по любому вопросу надо ехать лично.,18 апреля 2024,1,True,11
Жүргенов академиясы сила,13 апреля 2024,5,False,3
"По каким критериям вы выбираете учителей мужчин? Что физруки, что учителя по main урокам не уважают женский пол, смотрят с высока и грубят. Если такими темпами таки будет продолжаться, то сразу же обращусь в ректорат. Почему по языкам лишь преподает один учитель? Все так хвалят , но нормальных учителей тут почти нет. Ни выбора нет, ни высказаться нельзя. Позор вам.",12 апреля 2024,1,False,32
Самый-самый лучший,31 марта 2024,5,False,1
Хвала Аллаху что есть такой святой университет такой чистый университет такой великий,29 марта 2024,3,False,5
Ербол Байгараев лучший тичер по алгосу 🔥🔥🔥,27 марта 2024,5,False,4
"Хочу спросить у вас студентов этого университета. Стоит ли поступать в этот университет, и в чем его плюсы и минусы ?",24 марта 2024,4,False,4
"Заходят феминистки в ресторан. А нет, не заходят, дверь узковата.

2гис против анекдотов... Вот она, свобода слова",14 марта 2024,5,False,22
"Feminism never, Islam forever! ☪️☪️☪️


P.s.bМой комментарий удалили почему-то. Здесь нет никакого промотирования компании",14 марта 2024,5,False,22
"Мы мусульманки против феминизма. Мы мусульманки за ислам. Если вы феминистки такие защитницы женщин, то у меня вопрос. Вышли ли вы хоть один раз в защиту девушек в хиджабах? Сколько наших сестер угнетают из-за хиджабов по всей стране за их выбор, но вы абсолютно игнорируете проблему. Вы боритесь за антиисламские ценности, но хотите, чтобы все вас поддерживали. Права нам дают не вы, права нам дает ислам. Сейчас священный месяц Рамазан, у вас есть шанс перейти на праведный путь",12 марта 2024,5,False,26
"Оразайға бергер жауабыңыз өте күлкілі. Университет саяси көзқарас қалыптастыратын орын. Университет қашанда саяси көзқарас білдіретін орын. Университет еркін мекеме болуы тиіс. Авторитар биліктен қорқып, студенттерді басу нағыз ақымақтық. Нәтижесінде СДУ түлектері ынжық, биліктен қорқатын және университетіне Тоқаев келгеніне мәз болатын адамға айналады.

СДУ әкімшілігі өтініш, дұрыс маркетолог, дұрыс кризис менеджер алыңыздаршы.",12 марта 2024,3,False,28
"Студенттерді қолдау қажет!

СДУ ды үнемі құрметтейтінмін, ұстаздары неткен керемет етін, бостандық және демократиялы, зайырлы, әлеуметтік идеяларды үйрететін. Сайлау кезінде де ешқандай кемсітпейтін, бір жаққа баруды мәжбүрлеп, тәуелсіз университет деген ойда болғанмын.

Бірақ мынау әйелдер шеруін қолдамағаныз тым ұят нәрсе, себебі бұш бейбіт акция университетке немесе мемлекетке ешқандай қиянат көрсетпейтіг еді, тек студенттердін ұйымдасуына, саясатты, қоғамдағы мәселелерді түсінуге көмектесетін еді.",10 марта 2024,1,False,16
"Феминизм нужен как бензин тесле, как магазин на револьвер... Короче не нужен никому ваш этот феминизм. Сидоджи будет со мной полностью согласен.",9 марта 2024,5,False,15
"Мы надеялись что безопасная площадка где мы можем высказать свое мнение, где хотим быть услышанными это хотя бы будет университет где мы учимся, где учится прогрессивная молодежь. Я очень люблю свой университет, но такими вот поступками университет показывает свое истинное мнение по отношению дискриминации женщин. Причина по которой вы отказали в марше ужасно не уместная, почему акимат должен решать что у нас происходит внутри университета, я удивляюсь какую реакцию вы ждали от акимата который элементарно не может обеспечить нас средством передвижения, и появился он только в прошлом году, хотя университет наш открылся 1996 году. Унизительно срывать листовки, при этом разрешать проводить мероприятия которые в корне не соответсвуют истории этого праздника, ведь 8 марта это не про подарки и цветы, это день борьбы с дискриминацией женщин по всему миру. Этот ваш поступок ещё раз доказывает что права женщин на самом деле ущемляются и вышестоящие должности в том числе и государство закрывают на это глаза. Милые дамы, будьте смелыми, вы не одни!",9 марта 2024,1,True,36
"Тик токтан келип, еринбей барин окып лайк басып шыктым!
Мен студенттерди колдаймын! Әр қыз баласвның құқығы қорғалсын! Бізге қауіпсіздіқ қажет! Біз қорқынышта өмір сүргіміз келмейді!!!",9 марта 2024,1,True,59
СДУ - біздің екінші үйіміз. Өз үйімізде өзімізді ешқандай “олжастарсыз” толық қауіпсіздікте сезінгіміз келеді.,8 марта 2024,5,True,29
"Никакого «слабый пол», «украшение мира». 8 марта нужен чтобы напомнить человечеству о величии женщины, о том как наши бабушки боролись за те же права, не смотря на попытки их принизить, опустить, и обокрасть. И мы продолжим их путь, либо с маршем, либо без него.
Алып анадан туады, давайте же всегда это помнить.",8 марта 2024,1,True,27
"университетті бітіргеніме биыл екі жыл толады. әрдайым мақтан тұтамын. бірақ әйелдер маршын өткізуге мардымсыз себеп айтып, рұқсат бермеген басшылыққа сұрағым көп.

дәл осы жерден, апай-ағайларымнан қазір өзімде бар құндылықтарды үйрендім. енді университет әкімшілігінің дәл сол құндылықтарды көрсетер тұста кері әрекет етіп жатқаны қынжылтады.

аламни болғасын, поштама құттықтау хат келді. бірақ оның еш құны жоқ. тек студент қыздардың өз үнін естіртуге кедергі келтірмеңіздер.

бұл күн әйелдерге тек гүл беретін күн емес. әйел құқығын талап ететін күн. университет қабырғасында жыл сайын әйелдер маршы өтсін.",8 марта 2024,1,True,21
Әйел бақыты = теңдік !!!,8 марта 2024,3,True,18
где поддержка университета?(,8 марта 2024,1,True,29
"СДУ – ол sdulife, проректор, ректор емес, СДУ – ол студенттер. Сол себепті универдегі әр студенттің үні маңызды деп санаймыз. 7 наурыз универ аумағында әйелдер шеруін өткізгіміз келген біздің де үніміз маңызды.",8 марта 2024,1,True,22
"әйел, қыз — ол да адам баласы!! қоғамдағы ерлердің қалыптастырған гендерлік теңсіздігіне жол жоқ!! сапалы білім берсек, қыз баласына ғана емес, ер азаматтарымызға да дұрыс тәрбие бергеніміз жөн))",8 марта 2024,5,True,33
"“мы хотим чтобы о наших правах говорили не только сегодня, но и каждый день”.

лучший подарок на 8 марта был бы женский марш, но и этого нам не дали…",8 марта 2024,3,True,22
Почему митинг в честь 8 марта запретили? В чем ваша проблема?,8 марта 2024,1,True,25
"Әйел-құқығы,адам-құқығы!Барша әйел заты қауіпсіздікке құқылы!",8 марта 2024,2,True,41
"8 марта — день солидарности женщин в борьбе за женские права и эмансипацию. в этот день мы должны говорить о достижениях женщин, о проблемах женщин о наших правах. университет ограничивает и не дает говорить об этом! я требую, чтобы каждая женщина имела право быть свободной во всем❤️",8 марта 2024,1,True,20
елдің көркі – әйелдің заңмен қорғалғаны⚡️,8 марта 2024,3,True,21
"Каждая женщина заслуживает получение образования, на той специальности, на которой хочет. Нет гендерной дискриминации",8 марта 2024,1,True,42
Әйел адам өз міндеті мен мақсатын өзі таңдайды❤️,8 марта 2024,1,True,42
8 наурыз нәзік жандылар күні емес! Әйел құқығы күні!,8 марта 2024,2,True,19
бес жұлдыз қоятын едім егер де университет әйелдер шеруін өткізуге рұқсатын бергенде😉,8 марта 2024,1,True,22
"Администрация университета не дала девушкам высказаться о проблемах в обществе, тем самым показала свое безразличие по отношению к нам. Я хочу что бы в университете все девушки чувствовали себя безопасно!!!
8 марта не день женственности, а день за права женщин в Казахстане!!!",8 марта 2024,1,False,27
"Әйелдер “ана, әпке, қарындас, қазақтың қызы” болғаны үшін емес, адам болғаны үшін құқығы тең болу керек⚡️",8 марта 2024,1,True,42
"Университет студенттердің базалық құқықтарын шектемеу қажет. 7 наурыз күні рұқсат етілмеген марш университеттің әйелдер қауіпсіздігіне де, студенттер жағдайы мен азаматтық белсенділігіне де бәрібір қарайды деген сөз.",8 марта 2024,1,True,35
"protect your daughter ❌
educate your son✅
Әйелі қорланған елдің ертеңі жоқ.",8 марта 2024,1,True,55
"оқу орнымыздың әйелдер үшін қауіпсіз болғанын қалаймыз!
теңдікті қалыптастыру өзімізден,ортадан,осындай кішкентай қадамдардан басталады.",8 марта 2024,1,True,36
"7 наурыз универ әкімшілігі әйелдер шеруін өткізуге рұқсат бермегесін, өз үнімізді онлайн жеткізуді жөн көрдік. 8 наурыз «гүл сыйлайтын», «нәзікжандылар» күні емес, әйел құқығын талап етіп, өз ортамыздағы теңсіздікті жоюға қадам жасайтын кезекті күндердің бірі. әйелдер үні шексіз🫂⚡️

Әйелді «ана», «әпке», «қарындас» болғаны үшін емес, адам, жеке тұлға болғаны үшін құрметте.

Универ бізді Ол-жас харассерлерден, әйел студенттерден ер студенттерді артық көріп, дискриминация тудыратын оқытушылардан қорға!",8 марта 2024,1,True,22
Университетіміздің әйелдерге қауіпсіз болғанын қалаймыз.,8 марта 2024,1,True,36
әр әйел-менің жалғызым💛,8 марта 2024,5,True,32
"Әйел бастаған көш оңады! Оқыту жүйесінде де, басқару жүйесінде де теңдік қалыптастырайық! 👑",8 марта 2024,5,True,33
"Результаты первого тура обещали выложить в 18:00, целый день ждал в стрессе. Выходит сторис с результатом а там ссылка на перенос времени. Что это такое? Почему нельзя нормально сообщить перенос времени? Зачем делать фейковую ссылку и обманывать всех сдающих? Ни извинения, ни предупреждения. Ужас какой то. Вы в 13:00 еще одну ссылку с переносом на след год сделаете?",27 февраля 2024,1,True,3
"Асем, может мне еще раз отпрввить любовное признавашки но в инст универа? Плохая идея",26 февраля 2024,5,False,3
"Я ученик 11 класса, сдаю SPT. Результаты первого теста обещали опубликовать 26.02 в 18:00, после в это время опубликовали сторис в котором была ссылка ведущая на страницу с надписью что результаты выйдут уже 13:00 27.02. Встал вопрос, зачем делать кликбейт вместо того чтобы нормально сообщить что объявление результатов переносится, еще и ставить этот издевательский смайлик в конце сообщения, дескать мы тебя обманули (нельзя пользоваться нецензурными словами), соси. Если я поступлю в этот университет, отношение такое же будет?",26 февраля 2024,1,True,5
Е КАМОН БЕЙБИ КАМОН Е АКТАУ СИЛА,23 февраля 2024,5,False,5
Классное учебное заведение! Рад что есть такие универы на нашей родине!,19 февраля 2024,5,True,0
Хорошый уник на самом деле. Только женщины на Advising desk смотрят на тебя как на пустое место. Лучше к н ним не обращайтесь они ничего не знают),17 февраля 2024,4,False,6
СДУ универ ретінде көптеген минустары бар: 1 портал(адд дроп кезінде неге басқа универ таңдамадым деп ойлайсың) 2 орналасқан жері (көбіне қолайлы емес) 3 коннект (жауап алу өте қиын),5 февраля 2024,1,True,4
"Ребята если вы поступаете после колледжа на родственную специальность, подумайте трижды прежде чем поступать сюда. Если вы думаете, то что поступив на родственную специальность у вас обучение продлится 3 года, то я вас огорчу, обучение может продлится 4 или даже 5 лет. Почему? Да, потому что здесь нету ТиПо, альтернатива: закрытие предметов которые вы прошли в колледже. Но тут есть загвоздка, закрытие предметов которые совпадают с ихней программой и с ихними часами предметов.
В среднем 60 кредитов = 1 год, 5 кредитов = 1 предмет, чтобы закончить универ вам надо закрыть 240, за семестр в среднем темпе студенты закрывают 30. Поскольку вы поступили на родственную специальность, вам должны закрыть минимум 60, чтобы вы окончили за 3 года, но 60 вам закроют в идеальном случае, если будет максимальное совпадение предметов, а так вам могут закрыть и 13. Допустим, вам закрыли 60, даже в таком случае вы можете не закончить за 3 года, так как вам закроют все легкие предметы. Для тех кто закончил школу эти предметы чередуются с сложными предметами, например 4 сложных и 2 легких. И вам теперь придется брать 6 сложных предметов, чтобы не отстать от среднего темпа. что повышает шанс остаться на летник или на следующий год. А теперь представьте, вам закрыли не 60, а 13.
А так же может случится так что вы изучите предмет который вам на самом деле закрыли, и вы тупо теряете время и деньги.
Минимально можно брать 20 кредитов, максимально 43. Да, вы можете взять по максимуму 43 и закончить за 2 или 3 года, если конечно вы вундеркинд, в ином случае опять же повышается шанс летника.
Если вы планируете учиться платно, и вам не жалко своих денег, нервов и 4 или 5 лет обучения вам не проблема, то добро пожаловать, универ очень даже неплохой.
Если вы планируете поступать через сокращенный грант ЕНТ ТиПо, то знайте грант дается на 3 года, если вы не успеете за 3 года закрыть все кредиты(предметы), оставшиеся кредиты на 4 году будут платными.
Это еще только вверх айсберга...",4 февраля 2024,3,True,19
++++++++++,31 января 2024,5,False,0
Хороший университет,30 января 2024,5,True,0
"Ужасный сайт который не грузится вообще чтобы выбрать предметы, вроде б славится айтишниками, но портал универа позорище ! 👎👎",11 января 2024,1,False,17
Сын учится. Нравится. Английски надо хорошо знать тоже,3 января 2024,5,False,1
Жаксы уник вы че,23 декабря 2023,4,False,3
будан артык не керек?,4 декабря 2023,4,False,2
Кушты универ озиме унады,30 ноября 2023,5,False,2
Нет слов одни эмоции,27 ноября 2023,1,False,4
Өте керемет жер/орта. Мен әлі күнге дейін таң қаламын. Қазақстандағы ең керемет университет,22 ноября 2023,5,False,3
"SDUға түскеніме еш өкінбеймін!Жақсы орта,сапалы білім,қызық студенттік өмір үлкен мүмкіндіктер бұдан басқа не керек?",21 ноября 2023,5,False,2
Один из лучших университетов Казахстана,21 ноября 2023,5,False,2
Университет дает качественное образование,21 ноября 2023,5,False,1
"Sdu один из редких университетов, где остались знания.",21 ноября 2023,5,False,0
Лучший универ в Казахстане👍,20 ноября 2023,5,False,0
Проблемы с гардеробом никогда не заканчиваются🙌,18 ноября 2023,1,False,4
Система безопасности 0.Вечные проблемы с гардеробом. Администрация несет ответственность за вещи студентов- помните об этом! Но видимо в Сду другие правила.Тате в гардеробе очень добрая(помогает).,17 ноября 2023,1,False,8
Самый лучщий универ,30 октября 2023,5,False,3
Керемет университет,15 октября 2023,5,False,0
Университет просто 🔥🔥🔥,9 октября 2023,5,False,0
"Кураторы не очень, преподаватели принципиальные",4 октября 2023,1,False,2
👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,3 октября 2023,5,False,0
Қазақстандағы ең үздік университеттердің бірі,2 октября 2023,5,False,2
"Работники, преподаватели и т.д необразованные мамбеты. Видимо родители не объясняли им значение слова субординации.",29 сентября 2023,1,False,14
универ просто 🔥🔥🔥,22 сентября 2023,5,False,2
Great university and facilities,22 сентября 2023,5,False,1
"Учусь на третьем курсе, и за время учёбы встречались разные преподаватели. Есть очень хорошие, которые хотят дать вам образование и стараются. (Айшабиби Дукенбаева, Биржан Аянбаев, Бауыржан Сартаев, Еркебулан Акбердиев) Отдельное спасибо Саулет Борамбаева, спасибо апай за поддержку и за ваш клад в наше образование не только по специальности. Из неприятных типов встречались парочка, но даже с ними можно поучиться. В целом учительский состав, которые встречались мне - замечательные!
Из огромных минусов это проблемы с сайтом, университет изначально не может правильно распределить квоты и вам может не хватать даже на свой обязательный предмет",16 сентября 2023,4,False,9
"Короче рецепт оладок:
•Кефір 2,5% - 500 мл
•Борошно - 3 склянки
•Цукор - 2ст.л
• Сода – 1 ч.л
• Сіль-ч.л",4 сентября 2023,5,False,12
Құнарлы білім,22 августа 2023,5,False,0
"Нехватка преподавателей и специалистов, плевательское отношение к работе у преподавателей, хорошие учителя ушли в другие университеты и учебные заведения… Поднятие цены за обучение на 120% это ужас. Откуда у студентов могут быть такие деньги…",17 августа 2023,1,False,33
"Хороший Вуз, но лучше поступайте заграницу .",11 августа 2023,4,False,7
Парковки нет удобной рядом с кпп университета..,8 августа 2023,4,False,0
"Классный университет, осталось только бассейн построить и все будет супер",7 августа 2023,5,False,3
"Қазақша боқтық сөздер көп айтады,қыздар мен еркектер арасында тамақ жоқ",31 июля 2023,4,False,5
хороший универ,30 июля 2023,5,False,0
Кажись у вас сайт упал...,23 июля 2023,3,False,6
"Один из самых лучших университетов Казахстана на данный момент.Может похвастаться своим наипрекраснейшим корпусом,с лучшими учителями,с чалышкан студентами и конечно же системой обучения.Универ стал моей частичкой за 1 год обучения и всегда будет самым лучшим для меня.В начале всем будет казаться,что учеба сложная и сложно общаться со студентами.Но буквально через месяц вы почувствуете,что это не только универ,а одна сплоченная семья,которая поддержит вас в любую секунду.Я ходила в университет с чувством любви к предметам и так же хотела научиться чему то большему у учителей.Еще один большой плюс универа,что все студенты учат турецкий.В начале мне вообще тяжело дался турецкий и я не хотела учить его.Но наш любимый ходжам просто привил нашу любовь к турецкому.Как говорится «Казах без понтов-безпонтовый казах»,потом вы сможете похвастаться знанием четырех языков.Кто говорит,что учителя валят,это студенты которые не ходили на пары,которые пропускали дедлайны.Я своими глазами и ушами видела и слышала как студент который отсутствовал на уроках и не отправлял никакие задания,в дальнейшем хэйтит и говорил всем что учителя валят всех подряд.Не спорю с тем,что администрация(Student Service Centre) не отвечает на вопросы первокурсников,не помогает понят систему обучения.Но деканат всегда вам в помощь.Не смогли зайти на сайт,идите в деканат.Не смогли найти учителя-идите в деканат.В особенности хочу поблагодарить декана еду факулти Жайнагуль тичера за ее заботу о студентах.В самом начале семестра она мне помогла и ответила на все интересующие вопросы.Так же хочу отметить дорм.Все кто пишут,что дорого,где вы найдете квартиру,где за вас убираются,где вам готовят ужин,где вам предоставляют хороших людей в Ате за 95к в месяц?Еще в минуте от университета.Хочу подытожить тем,что Сду это не только универ,Сду это твоя вторая семья,которая всегда будет за тебя в любую минуту.",13 июля 2023,5,False,8
"Не поступайте, если вы тупые. У вас будут много ретейков,и вы будете думать об этом днём и ночью. Этот университет не халявный!!!",13 июля 2023,4,False,13
"Пришли на консультацию сюда, хотели поступить. Нет скидки для платников ни по какой социальной части. Охранник грубиян, личную вещь отдать ему просил, на ровном месте докопался. Персонал на охрану выбрали ужасный.",11 июля 2023,1,False,13
Отвратительная охранная система!,5 июля 2023,1,False,18
"Дайте студентам шанс нормально получить дипломы, че вы так😏 еще собрали 40к с каждого, где справедливость",29 июня 2023,1,False,46
"Хороший университет с хорошими преподавателями. Мечтал сюда поступить еще обучаясь на девятом классе, когда впервые посетил университет. Поступил, не пожалел. Образование хорошее, но администрация ужасная. Университет абсолютно не хочет слушать студентов, что подтверждается как минимум вручением дипломов в КОРИДОРЕ университета.",28 июня 2023,5,False,13
"На грант поступать сюда не стоит, особенно инженерный факультет, здесь нет управы на преподавателей, нет правды, у них одна цель оставить всех на летний семестр, это доп заработок. Ничего не объясняют, пообщаться с преподавателями тоже никак нельзя. Мало того, что некоторые преподаватели оскорбляют студентов. Очень много студентов грантистов за свои знания поступают сюда, есть малообеспеченные, им здесь никак не закончить, тк надо постоянно платить за летний семестр, за пересдачу и это не малые деньги! Очень разочарованы, а так радовались, когда сюда поступили.",26 июня 2023,1,False,38
"Все понравилось, менталитет, вежливость студентов и преподавателей. Огромный и красивый хол. Разнообразие технопарков и кабинетов. Удобное общежитие.",12 июня 2023,5,False,2
Animan_studio,17 мая 2023,5,False,4
"Операторы максимально некомпетентные, целых два часа пыталась дозвониться. Сначала ответила девушка, обещала присоединить с нужным мне факультетом и угадайте что? Правильно, мало того, что ни с кем так и не соединили, так еще и сбрасывают звонки после. Наймите нормальных адекватных людей в операторы, а не этих позеров.",12 мая 2023,1,False,6
"Керемет уеивер, дебат клубы тіптен тамаша",6 мая 2023,5,False,0
"Всем тем кто хочет сюда поступить в инженерный факультет а в частности в математику не советую. Есть много причин почему так. Тезисно:
1. Преподаватели которые не умеют преподавать и преподаватели которым не интересно преподавать.
2. Нету выбора преподавателя.
3. Им все равно понимаете ли вы материал или нет. Они как машины прочитают вам лекцию и уйдут.
4. Вообще очень много преподователей которые считают себя небожителями. Относятся надменно к студентам.
5. Не понятные правила и ограничения самого универа. Если вы будете находится в затруднительно положении вам никто не поможет.
Так что чем поступать сюда и тратить деньги и время лучше заняться self study. Силлабус по каждым предметам можете найти в гугле. Лекции тоже там доступны.
Иногда попадаются хорошие преподаватели в соотношение 1 к 4. Так как каждый семестр вам будет преподавать 4 профильных предмета. Стоит ли учёба своих денег я считаю нет. Насчёт других специальностей ничего сказать не могу.",30 апреля 2023,1,False,57
